0.0255,75.4
0.026,76.9
0.0265,73.2
0.027,72.3
0.0275,77.5
0.028,72.6
0.0285,75.1
0.029,81.2
0.0295,81.4
0.03,73.8
0.0305,79.8
0.031,72.3
0.0315,68.1
0.032,69.5
0.0325,70.8
0.033,72.4
0.0335,72.5
0.034,72.2
0.0345,71.3
0.035,70.5
0.0355,69.7
0.036,69.9
0.0365,70.9
0.037,90.1
0.0375,86.1
0.038,77.3
0.0385,71.7
0.039,71.6
0.0395,73.3
0.04,74.1
0.0405,69.6
0.041,82.5
0.0415,76.9
0.042,76.4
0.0425,82.9
0.043,70.4
0.0435,71.3
0.044,77.6
0.0445,95.2
0.045,85.7
0.0455,83.2
0.046,86.1
0.0465,86.7
0.047,84.8
0.0475,80.0
0.048,84.0
0.0485,90.4
0.049,91.6
0.0495,87.1
0.05,82.9
