0.0255,144.5
0.026,146.0
0.0265,143.6
0.027,140.9
0.0275,140.7
0.028,142.3
0.0285,142.9
0.029,142.8
0.0295,142.5
0.03,150.4
0.0305,151.5
0.031,141.3
0.0315,143.3
0.032,151.8
0.0325,148.1
0.033,145.5
0.0335,143.1
0.034,141.2
0.0345,142.0
0.035,140.9
0.0355,140.7
0.036,140.5
0.0365,140.4
0.037,139.9
0.0375,140.3
0.038,149.7
0.0385,184.7
0.039,140.1
0.0395,140.3
0.04,141.3
0.0405,141.9
0.041,139.9
0.0415,141.2
0.042,141.0
0.0425,140.1
0.043,139.9
0.0435,145.0
0.044,139.9
0.0445,138.9
0.045,139.8
0.0455,140.1
0.046,140.2
0.0465,142.7
0.047,146.6
0.0475,138.6
0.048,139.1
0.0485,140.6
0.049,140.9
0.0495,141.3
0.05,140.0
