0.0255,284.9
0.026,280.6
0.0265,262.4
0.027,246.4
0.0275,283.0
0.028,295.9
0.0285,285.5
0.029,258.9
0.0295,263.5
0.03,269.8
0.0305,258.5
0.031,272.4
0.0315,272.1
0.032,269.7
0.0325,259.0
0.033,258.4
0.0335,285.5
0.034,279.7
0.0345,270.8
0.035,280.7
0.0355,277.8
0.036,306.9
0.0365,287.7
0.037,281.8
0.0375,289.8
0.038,295.0
0.0385,314.3
0.039,308.4
0.0395,286.2
0.04,315.0
0.0405,303.9
0.041,292.8
0.0415,291.2
0.042,283.5
0.0425,287.5
0.043,379.1
0.0435,253.6
0.044,227.2
0.0445,235.4
0.045,232.7
0.0455,237.8
0.046,226.6
0.0465,236.1
0.047,234.0
0.0475,231.2
0.048,232.3
0.0485,220.5
0.049,234.0
0.0495,222.7
0.05,217.2
