0.0255,64.4
0.026,63.5
0.0265,56.0
0.027,56.4
0.0275,57.3
0.028,56.9
0.0285,57.0
0.029,59.6
0.0295,56.4
0.03,57.3
0.0305,54.7
0.031,55.3
0.0315,55.7
0.032,60.0
0.0325,57.9
0.033,55.9
0.0335,55.7
0.034,57.1
0.0345,57.8
0.035,55.9
0.0355,57.4
0.036,59.7
0.0365,63.2
0.037,56.0
0.0375,59.5
0.038,55.7
0.0385,60.1
0.039,57.7
0.0395,68.6
0.04,85.4
0.0405,66.2
0.041,63.2
0.0415,62.2
0.042,56.2
0.0425,56.6
0.043,61.6
0.0435,68.3
0.044,64.2
0.0445,65.3
0.045,66.2
0.0455,62.3
0.046,69.5
0.0465,64.4
0.047,78.1
0.0475,62.9
0.048,64.3
0.0485,67.1
0.049,69.9
0.0495,66.1
0.05,62.4
