0.0255,250.7
0.026,241.1
0.0265,240.0
0.027,236.3
0.0275,234.8
0.028,232.1
0.0285,236.0
0.029,243.1
0.0295,236.5
0.03,229.6
0.0305,230.0
0.031,238.7
0.0315,240.3
0.032,238.7
0.0325,250.6
0.033,235.5
0.0335,241.6
0.034,226.9
0.0345,216.9
0.035,220.1
0.0355,215.2
0.036,219.8
0.0365,216.8
0.037,222.6
0.0375,213.1
0.038,221.2
0.0385,215.7
0.039,217.7
0.0395,216.6
0.04,236.6
0.0405,222.7
0.041,214.8
0.0415,218.6
0.042,229.0
0.0425,227.5
0.043,222.1
0.0435,233.2
0.044,220.8
0.0445,221.5
0.045,218.2
0.0455,228.7
0.046,227.2
0.0465,242.5
0.047,240.5
0.0475,231.9
0.048,239.0
0.0485,235.2
0.049,233.0
0.0495,232.9
0.05,243.2
