0.0255,154.4
0.026,131.4
0.0265,142.1
0.027,127.2
0.0275,129.7
0.028,133.2
0.0285,131.3
0.029,134.4
0.0295,129.0
0.03,125.5
0.0305,131.7
0.031,128.7
0.0315,122.3
0.032,129.5
0.0325,131.8
0.033,130.5
0.0335,118.2
0.034,126.3
0.0345,132.7
0.035,123.9
0.0355,127.3
0.036,127.5
0.0365,126.2
0.037,131.6
0.0375,122.5
0.038,133.1
0.0385,127.1
0.039,127.9
0.0395,124.4
0.04,131.2
0.0405,129.6
0.041,137.5
0.0415,124.0
0.042,137.0
0.0425,121.5
0.043,130.5
0.0435,130.9
0.044,128.8
0.0445,126.4
0.045,137.5
0.0455,127.0
0.046,123.4
0.0465,122.2
0.047,132.3
0.0475,128.5
0.048,131.3
0.0485,126.0
0.049,122.5
0.0495,149.2
0.05,131.6
