0.0255,194.2
0.026,196.1
0.0265,193.8
0.027,187.2
0.0275,178.3
0.028,182.4
0.0285,218.8
0.029,243.8
0.0295,199.9
0.03,189.2
0.0305,199.6
0.031,183.7
0.0315,179.6
0.032,181.7
0.0325,178.9
0.033,179.7
0.0335,172.7
0.034,170.6
0.0345,174.6
0.035,164.8
0.0355,171.1
0.036,179.1
0.0365,161.8
0.037,165.9
0.0375,166.1
0.038,166.1
0.0385,170.9
0.039,197.5
0.0395,180.6
0.04,166.1
0.0405,167.4
0.041,165.0
0.0415,161.8
0.042,165.3
0.0425,164.6
0.043,166.1
0.0435,165.2
0.044,183.2
0.0445,183.4
0.045,177.4
0.0455,172.8
0.046,168.8
0.0465,165.1
0.047,162.3
0.0475,168.3
0.048,170.5
0.0485,168.8
0.049,169.5
0.0495,163.6
0.05,165.2
