0.0255,310.9
0.026,294.6
0.0265,293.7
0.027,295.4
0.0275,304.5
0.028,302.5
0.0285,292.0
0.029,293.3
0.0295,293.2
0.03,290.5
0.0305,292.9
0.031,293.5
0.0315,284.0
0.032,287.0
0.0325,290.1
0.033,334.6
0.0335,292.5
0.034,284.7
0.0345,284.6
0.035,283.2
0.0355,286.2
0.036,298.1
0.0365,285.3
0.037,287.2
0.0375,284.1
0.038,285.1
0.0385,285.1
0.039,301.2
0.0395,291.7
0.04,285.8
0.0405,284.1
0.041,287.1
0.0415,285.1
0.042,285.6
0.0425,310.9
0.043,314.6
0.0435,305.2
0.044,335.1
0.0445,331.2
0.045,368.2
0.0455,361.8
0.046,362.7
0.0465,366.5
0.047,323.7
0.0475,302.2
0.048,310.0
0.0485,313.9
0.049,304.1
0.0495,367.4
0.05,335.0
