0.0255,104.7
0.026,108.0
0.0265,106.2
0.027,105.6
0.0275,103.8
0.028,106.0
0.0285,102.9
0.029,112.8
0.0295,103.6
0.03,106.0
0.0305,109.4
0.031,103.4
0.0315,114.1
0.032,107.4
0.0325,113.8
0.033,106.3
0.0335,111.9
0.034,112.2
0.0345,108.1
0.035,108.7
0.0355,110.6
0.036,111.6
0.0365,112.1
0.037,125.1
0.0375,116.1
0.038,116.5
0.0385,114.9
0.039,119.4
0.0395,115.4
0.04,110.8
0.0405,114.3
0.041,116.5
0.0415,118.9
0.042,128.7
0.0425,116.5
0.043,119.0
0.0435,112.0
0.044,116.0
0.0445,114.5
0.045,120.6
0.0455,118.6
0.046,118.0
0.0465,120.1
0.047,113.5
0.0475,120.0
0.048,135.0
0.0485,140.8
0.049,119.4
0.0495,114.5
0.05,121.0
